date,pole,quantity
2025-01-09,PROMO,242
2025-01-09,PROMO,183
2025-01-09,PROMO,325
2025-01-09,PROMO,929
2025-01-09,PROMO,530
2025-01-09,PROMO,7
2025-01-09,PROMO,61
2025-01-09,PROMO,74
2025-01-09,PROMO,58
2025-01-09,PROMO,6
2025-01-09,PROMO,59
2025-01-09,PROMO,140
2025-01-09,PROMO,14
2025-01-09,PROMO,181
2025-01-09,PROMO,3397
2025-01-09,PROMO,260
2025-01-09,PROMO,4
2025-01-10,BULK,3
2025-01-10,BULK,31
2025-01-10,BULK,148
2025-01-10,BULK,167
2025-01-10,BULK,223
2025-01-10,BULK,1
2025-01-10,BULK,29
2025-01-10,BULK,91
2025-01-10,BULK,24
2025-01-10,BULK,2
2025-01-10,GLOBAL,11877
2025-01-10,PICKING,1
2025-01-10,PICKING,3
2025-01-10,PICKING,230
2025-01-10,PICKING,664
2025-01-10,PICKING,2801
2025-01-10,PICKING,51
2025-01-10,PICKING,9
2025-01-10,PICKING,82
2025-01-10,PICKING,2105
2025-01-10,PICKING,33
2025-01-10,PICKING,2
2025-01-10,PROMO,3
2025-01-10,PROMO,209
2025-01-10,PROMO,459
2025-01-10,PROMO,2223
2025-01-10,PROMO,226
2025-01-10,PROMO,8
2025-01-10,PROMO,41
2025-01-10,PROMO,232
2025-01-10,PROMO,1678
2025-01-10,PROMO,6
2025-01-10,PROMO,4
2025-01-10,PROMO,85
2025-01-10,PROMO,2
2025-01-10,PROMO,1
2025-01-13,BULK,4
2025-01-13,BULK,13
2025-01-13,BULK,10
2025-01-13,BULK,3
2025-01-13,BULK,7
2025-01-13,BULK,157
2025-01-13,BULK,76
2025-01-13,BULK,43
2025-01-13,BULK,8
2025-01-13,BULK,2
2025-01-13,BULK,109
2025-01-13,BULK,14
2025-01-13,BULK,25
2025-01-13,BULK,43
2025-01-13,BULK,8
2025-01-13,BULK,6
2025-01-13,BULK,22
2025-01-13,GLOBAL,17529
2025-01-13,PICKING,354
2025-01-13,PICKING,17
2025-01-13,PICKING,78
2025-01-13,PICKING,32
2025-01-13,PICKING,166
2025-01-13,PICKING,994
2025-01-13,PICKING,1085
2025-01-13,PICKING,2108
2025-01-13,PICKING,272
2025-01-13,PICKING,348
2025-01-13,PICKING,9
2025-01-13,PICKING,402
2025-01-13,PICKING,64
2025-01-13,PICKING,20
2025-01-13,PICKING,621
2025-01-13,PICKING,173
2025-01-13,PICKING,556
2025-01-13,PROMO,276
2025-01-13,PROMO,2
2025-01-13,PROMO,355
2025-01-13,PROMO,18
2025-01-13,PROMO,166
2025-01-13,PROMO,1480
2025-01-13,PROMO,982
2025-01-13,PROMO,2918
2025-01-13,PROMO,480
2025-01-13,PROMO,536
2025-01-13,PROMO,6
2025-01-13,PROMO,26
2025-01-13,PROMO,364
2025-01-13,PROMO,131
2025-01-13,PROMO,1
2025-01-13,PROMO,110
2025-01-13,PROMO,1221
2025-01-13,PROMO,158
2025-01-13,PROMO,442
2025-01-13,PROMO,8
2025-01-14,BULK,37
2025-01-14,BULK,2
2025-01-14,BULK,79
2025-01-14,BULK,2
2025-01-14,BULK,271
2025-01-14,BULK,133
2025-01-14,BULK,219
2025-01-14,BULK,59
2025-01-14,BULK,4
2025-01-14,BULK,75
2025-01-14,BULK,15
2025-01-14,BULK,17
2025-01-14,BULK,1
2025-01-14,GLOBAL,24066
2025-01-14,PICKING,7
2025-01-14,PICKING,3
2025-01-14,PICKING,11
2025-01-14,PICKING,4418
2025-01-14,PICKING,2777
2025-01-14,PICKING,1717
2025-01-14,PICKING,74
2025-01-14,PICKING,1617
2025-01-14,PICKING,1126
2025-01-14,PICKING,3
2025-01-14,PICKING,152
2025-01-14,PICKING,2
2025-01-14,PICKING,1
2025-01-14,PICKING,3
2025-01-14,PROMO,13
2025-01-14,PROMO,2
2025-01-14,PROMO,29
2025-01-14,PROMO,1
2025-01-14,PROMO,5086
2025-01-14,PROMO,1148
2025-01-14,PROMO,1803
2025-01-14,PROMO,46
2025-01-14,PROMO,1941
2025-01-14,PROMO,913
2025-01-14,PROMO,253
2025-01-14,PROMO,5
2025-01-14,PROMO,1
2025-01-15,BULK,2
2025-01-15,BULK,64
2025-01-15,BULK,55
2025-01-15,BULK,114
2025-01-15,BULK,104
2025-01-15,BULK,21
2025-01-15,BULK,66
2025-01-15,BULK,36
2025-01-15,GLOBAL,7661
2025-01-15,PICKING,3
2025-01-15,PICKING,11
2025-01-15,PICKING,5
2025-01-15,PICKING,420
2025-01-15,PICKING,152
2025-01-15,PICKING,3332
2025-01-15,PICKING,83
2025-01-15,PICKING,348
2025-01-15,PICKING,78
2025-01-15,PROMO,1
2025-01-15,PROMO,13
2025-01-15,PROMO,4
2025-01-15,PROMO,285
2025-01-15,PROMO,84
2025-01-15,PROMO,1938
2025-01-15,PROMO,222
2025-01-15,PROMO,210
2025-01-15,PROMO,10
2025-01-16,BULK,5
2025-01-16,BULK,12
2025-01-16,BULK,475
2025-01-16,BULK,20
2025-01-16,BULK,47
2025-01-16,BULK,1
2025-01-16,BULK,392
2025-01-16,BULK,90
2025-01-16,BULK,56
2025-01-16,BULK,2
2025-01-16,BULK,42
2025-01-16,BULK,3
2025-01-16,BULK,34
2025-01-16,BULK,20
2025-01-16,BULK,4
2025-01-16,BULK,148
2025-01-16,BULK,33
2025-01-16,BULK,59
2025-01-16,BULK,22
2025-01-16,BULK,22
2025-01-16,GLOBAL,22982
2025-01-16,PICKING,2
2025-01-16,PICKING,20
2025-01-16,PICKING,193
2025-01-16,PICKING,69
2025-01-16,PICKING,100
2025-01-16,PICKING,27
2025-01-16,PICKING,4530
2025-01-16,PICKING,1672
2025-01-16,PICKING,645
2025-01-16,PICKING,74
2025-01-16,PICKING,7
2025-01-16,PICKING,1
2025-01-16,PICKING,1
2025-01-16,PICKING,6
2025-01-16,PICKING,17
2025-01-16,PICKING,50
2025-01-16,PICKING,7
2025-01-16,PICKING,397
2025-01-16,PICKING,1128
2025-01-16,PICKING,1213
2025-01-16,PICKING,103
2025-01-16,PICKING,38
2025-01-16,PROMO,11
2025-01-16,PROMO,9
2025-01-16,PROMO,188
2025-01-16,PROMO,278
2025-01-16,PROMO,70
2025-01-16,PROMO,32
2025-01-16,PROMO,4544
2025-01-16,PROMO,902
2025-01-16,PROMO,845
2025-01-16,PROMO,48
2025-01-16,PROMO,6
2025-01-16,PROMO,9
2025-01-16,PROMO,18
2025-01-16,PROMO,27
2025-01-16,PROMO,10
2025-01-16,PROMO,37
2025-01-16,PROMO,17
2025-01-16,PROMO,285
2025-01-16,PROMO,1133
2025-01-16,PROMO,2521
2025-01-16,PROMO,128
2025-01-16,PROMO,77
2025-01-17,BULK,17
2025-01-17,BULK,205
2025-01-17,BULK,180
2025-01-17,BULK,3
2025-01-17,BULK,17
2025-01-17,BULK,69
2025-01-17,BULK,25
2025-01-17,GLOBAL,9908
2025-01-17,PICKING,40
2025-01-17,PICKING,846
2025-01-17,PICKING,2381
2025-01-17,PICKING,12
2025-01-17,PICKING,3
2025-01-17,PICKING,408
2025-01-17,PICKING,1080
2025-01-17,PICKING,30
2025-01-17,PROMO,49
2025-01-17,PROMO,449
2025-01-17,PROMO,2980
2025-01-17,PROMO,52
2025-01-17,PROMO,5
2025-01-17,PROMO,48
2025-01-17,PROMO,914
2025-01-17,PROMO,38
2025-01-17,PROMO,5
2025-01-17,PROMO,51
2025-01-17,PROMO,1
2025-01-20,BULK,2
2025-01-20,BULK,16
2025-01-20,BULK,3
2025-01-20,BULK,6
2025-01-20,BULK,11
2025-01-20,BULK,119
2025-01-20,BULK,126
2025-01-20,BULK,56
2025-01-20,BULK,2
2025-01-20,BULK,1
2025-01-20,BULK,72
2025-01-20,BULK,2
2025-01-20,BULK,14
2025-01-20,BULK,41
2025-01-20,BULK,9
2025-01-20,BULK,3
2025-01-20,GLOBAL,16283
2025-01-20,PICKING,530
2025-01-20,PICKING,41
2025-01-20,PICKING,64
2025-01-20,PICKING,33
2025-01-20,PICKING,176
2025-01-20,PICKING,1200
2025-01-20,PICKING,858
2025-01-20,PICKING,2391
2025-01-20,PICKING,282
2025-01-20,PICKING,112
2025-01-20,PICKING,27
2025-01-20,PICKING,18
2025-01-20,PICKING,295
2025-01-20,PICKING,109
2025-01-20,PICKING,23
2025-01-20,PICKING,668
2025-01-20,PICKING,154
2025-01-20,PICKING,487
2025-01-20,PROMO,257
2025-01-20,PROMO,15
2025-01-20,PROMO,264
2025-01-20,PROMO,16
2025-01-20,PROMO,202
2025-01-20,PROMO,968
2025-01-20,PROMO,784
2025-01-20,PROMO,2715
2025-01-20,PROMO,304
2025-01-20,PROMO,133
2025-01-20,PROMO,48
2025-01-20,PROMO,90
2025-01-20,PROMO,299
2025-01-20,PROMO,145
2025-01-20,PROMO,126
2025-01-20,PROMO,1476
2025-01-20,PROMO,191
2025-01-20,PROMO,299
2025-01-21,BULK,143
2025-01-21,BULK,428
2025-01-21,BULK,43
2025-01-21,BULK,68
2025-01-21,BULK,40
2025-01-21,BULK,3
2025-01-21,BULK,51
2025-01-21,BULK,17
2025-01-21,BULK,22
2025-01-21,BULK,59
2025-01-21,BULK,8
2025-01-21,GLOBAL,19473
2025-01-21,PICKING,24
2025-01-21,PICKING,4542
2025-01-21,PICKING,2954
2025-01-21,PICKING,1187
2025-01-21,PICKING,45
2025-01-21,PICKING,189
2025-01-21,PICKING,1125
2025-01-21,PICKING,165
2025-01-21,PICKING,29
2025-01-21,PICKING,44
2025-01-21,PICKING,1
2025-01-21,PROMO,40
2025-01-21,PROMO,4591
2025-01-21,PROMO,767
2025-01-21,PROMO,1245
2025-01-21,PROMO,50
2025-01-21,PROMO,247
2025-01-21,PROMO,802
2025-01-21,PROMO,2
2025-01-21,PROMO,423
2025-01-21,PROMO,17
2025-01-21,PROMO,101
2025-01-21,PROMO,1
2025-01-22,BULK,14
2025-01-22,BULK,50
2025-01-22,BULK,48
2025-01-22,BULK,234
2025-01-22,BULK,47
2025-01-22,BULK,18
2025-01-22,BULK,2
2025-01-22,BULK,335
2025-01-22,BULK,2
2025-01-22,BULK,9
2025-01-22,BULK,30
2025-01-22,GLOBAL,16233
2025-01-22,PICKING,14
2025-01-22,PICKING,4
2025-01-22,PICKING,2
2025-01-22,PICKING,2884
2025-01-22,PICKING,156
2025-01-22,PICKING,4658
2025-01-22,PICKING,138
2025-01-22,PICKING,1
2025-01-22,PICKING,321
2025-01-22,PICKING,39
2025-01-22,PICKING,1
2025-01-22,PROMO,11
2025-01-22,PROMO,4
2025-01-22,PROMO,3058
2025-01-22,PROMO,109
2025-01-22,PROMO,3339
2025-01-22,PROMO,128
2025-01-22,PROMO,4
2025-01-22,PROMO,531
2025-01-22,PROMO,33
2025-01-22,PROMO,9
2025-01-23,BULK,1
2025-01-23,BULK,37
2025-01-23,BULK,96
2025-01-23,BULK,61
2025-01-23,BULK,89
2025-01-23,BULK,131
2025-01-23,BULK,58
2025-01-23,BULK,11
2025-01-23,BULK,84
2025-01-23,BULK,2
2025-01-23,BULK,4
2025-01-23,BULK,28
2025-01-23,BULK,21
2025-01-23,BULK,9
2025-01-23,BULK,33
2025-01-23,BULK,1
2025-01-23,BULK,62
2025-01-23,BULK,102
2025-01-23,GLOBAL,15051
2025-01-23,PICKING,3
2025-01-23,PICKING,78
2025-01-23,PICKING,349
2025-01-23,PICKING,765
2025-01-23,PICKING,964
2025-01-23,PICKING,1615
2025-01-23,PICKING,866
2025-01-23,PICKING,71
2025-01-23,PICKING,23
2025-01-23,PICKING,3
2025-01-23,PICKING,40
2025-01-23,PICKING,10
2025-01-23,PICKING,11
2025-01-23,PICKING,3
2025-01-23,PICKING,39
2025-01-23,PICKING,13
2025-01-23,PICKING,231
2025-01-23,PICKING,808
2025-01-23,PICKING,261
2025-01-23,PROMO,3
2025-01-23,PROMO,719
2025-01-23,PROMO,231
2025-01-23,PROMO,1610
2025-01-23,PROMO,216
2025-01-23,PROMO,884
2025-01-23,PROMO,863
2025-01-23,PROMO,5
2025-01-23,PROMO,82
2025-01-23,PROMO,6
2025-01-23,PROMO,4
2025-01-23,PROMO,63
2025-01-23,PROMO,161
2025-01-23,PROMO,14
2025-01-23,PROMO,12
2025-01-23,PROMO,293
2025-01-23,PROMO,31
2025-01-23,PROMO,302
2025-01-23,PROMO,2086
2025-01-23,PROMO,483
2025-01-24,BULK,70
2025-01-24,BULK,13
2025-01-24,BULK,93
2025-01-24,BULK,196
2025-01-24,BULK,1
2025-01-24,BULK,11
2025-01-24,BULK,62
2025-01-24,BULK,23
2025-01-24,BULK,42
2025-01-24,GLOBAL,6516
2025-01-24,PICKING,121
2025-01-24,PICKING,81
2025-01-24,PICKING,957
2025-01-24,PICKING,1447
2025-01-24,PICKING,3
2025-01-24,PICKING,17
2025-01-24,PICKING,806
2025-01-24,PICKING,8
2025-01-24,PICKING,61
2025-01-24,PICKING,17
2025-01-24,PROMO,106
2025-01-24,PROMO,40
2025-01-24,PROMO,429
2025-01-24,PROMO,942
2025-01-24,PROMO,20
2025-01-24,PROMO,40
2025-01-24,PROMO,737
2025-01-24,PROMO,4
2025-01-24,PROMO,4
2025-01-24,PROMO,162
2025-01-24,PROMO,3
2025-01-27,BULK,2
2025-01-27,BULK,19
2025-01-27,BULK,53
2025-01-27,BULK,16
2025-01-27,BULK,22
2025-01-27,BULK,134
2025-01-27,BULK,80
2025-01-27,BULK,71
2025-01-27,BULK,4
2025-01-27,BULK,1
2025-01-27,BULK,2
2025-01-27,BULK,256
2025-01-27,BULK,14
2025-01-27,BULK,6
2025-01-27,BULK,213
2025-01-27,BULK,11
2025-01-27,BULK,6
2025-01-27,BULK,3
2025-01-27,GLOBAL,15785
2025-01-27,PICKING,140
2025-01-27,PICKING,58
2025-01-27,PICKING,83
2025-01-27,PICKING,39
2025-01-27,PICKING,264
2025-01-27,PICKING,924
2025-01-27,PICKING,819
2025-01-27,PICKING,1619
2025-01-27,PICKING,106
2025-01-27,PICKING,62
2025-01-27,PICKING,7
2025-01-27,PICKING,18
2025-01-27,PICKING,3
2025-01-27,PICKING,6
2025-01-27,PICKING,364
2025-01-27,PICKING,103
2025-01-27,PICKING,24
2025-01-27,PICKING,1378
2025-01-27,PICKING,279
2025-01-27,PICKING,400
2025-01-27,PICKING,56
2025-01-27,PROMO,196
2025-01-27,PROMO,6
2025-01-27,PROMO,473
2025-01-27,PROMO,82
2025-01-27,PROMO,491
2025-01-27,PROMO,771
2025-01-27,PROMO,649
2025-01-27,PROMO,1953
2025-01-27,PROMO,339
2025-01-27,PROMO,109
2025-01-27,PROMO,16
2025-01-27,PROMO,39
2025-01-27,PROMO,52
2025-01-27,PROMO,467
2025-01-27,PROMO,157
2025-01-27,PROMO,69
2025-01-27,PROMO,1613
2025-01-27,PROMO,302
2025-01-27,PROMO,320
2025-01-27,PROMO,16
2025-01-28,BULK,99
2025-01-28,BULK,82
2025-01-28,BULK,35
2025-01-28,BULK,158
2025-01-28,BULK,161
2025-01-28,BULK,990
2025-01-28,BULK,25
2025-01-28,BULK,1
2025-01-28,BULK,59
2025-01-28,BULK,29
2025-01-28,BULK,159
2025-01-28,BULK,2
2025-01-28,BULK,17
2025-01-28,GLOBAL,18173
2025-01-28,PICKING,25
2025-01-28,PICKING,1
2025-01-28,PICKING,17
2025-01-28,PICKING,2225
2025-01-28,PICKING,2578
2025-01-28,PICKING,1174
2025-01-28,PICKING,297
2025-01-28,PICKING,24
2025-01-28,PICKING,185
2025-01-28,PICKING,859
2025-01-28,PICKING,257
2025-01-28,PICKING,281
2025-01-28,PICKING,12
2025-01-28,PROMO,33
2025-01-28,PROMO,25
2025-01-28,PROMO,3343
2025-01-28,PROMO,1145
2025-01-28,PROMO,1239
2025-01-28,PROMO,1054
2025-01-28,PROMO,19
2025-01-28,PROMO,6
2025-01-28,PROMO,216
2025-01-28,PROMO,725
2025-01-28,PROMO,5
2025-01-28,PROMO,371
2025-01-28,PROMO,233
2025-01-28,PROMO,1
2025-01-28,PROMO,6
2025-01-29,BULK,17
2025-01-29,BULK,81
2025-01-29,BULK,20
2025-01-29,BULK,1
2025-01-29,BULK,48
2025-01-29,BULK,163
2025-01-29,BULK,94
2025-01-29,BULK,22
2025-01-29,BULK,2
2025-01-29,BULK,76
2025-01-29,BULK,53
2025-01-29,GLOBAL,18761
2025-01-29,PICKING,17
2025-01-29,PICKING,16
2025-01-29,PICKING,12
2025-01-29,PICKING,4
2025-01-29,PICKING,2930
2025-01-29,PICKING,197
2025-01-29,PICKING,4007
2025-01-29,PICKING,66
2025-01-29,PICKING,303
2025-01-29,PICKING,73
2025-01-29,PROMO,13
2025-01-29,PROMO,2
2025-01-29,PROMO,5
2025-01-29,PROMO,8649
2025-01-29,PROMO,94
2025-01-29,PROMO,1333
2025-01-29,PROMO,187
2025-01-29,PROMO,42
2025-01-29,PROMO,1
2025-01-29,PROMO,5
2025-01-29,PROMO,223
2025-01-29,PROMO,5
2025-01-30,BULK,4
2025-01-30,BULK,9
2025-01-30,BULK,50
2025-01-30,BULK,76
2025-01-30,BULK,7
2025-01-30,BULK,150
2025-01-30,BULK,94
2025-01-30,BULK,94
2025-01-30,BULK,6
2025-01-30,BULK,93
2025-01-30,BULK,37
2025-01-30,BULK,30
2025-01-30,BULK,7
2025-01-30,BULK,47
2025-01-30,BULK,22
2025-01-30,BULK,161
2025-01-30,BULK,38
2025-01-30,BULK,6
2025-01-30,GLOBAL,13504
2025-01-30,PICKING,5
2025-01-30,PICKING,89
2025-01-30,PICKING,159
2025-01-30,PICKING,63
2025-01-30,PICKING,1821
2025-01-30,PICKING,1282
2025-01-30,PICKING,959
2025-01-30,PICKING,43
2025-01-30,PICKING,12
2025-01-30,PICKING,14
2025-01-30,PICKING,3
2025-01-30,PICKING,8
2025-01-30,PICKING,100
2025-01-30,PICKING,19
2025-01-30,PICKING,25
2025-01-30,PICKING,250
2025-01-30,PICKING,1356
2025-01-30,PICKING,273
2025-01-30,PICKING,1
2025-01-30,PROMO,7
2025-01-30,PROMO,4
2025-01-30,PROMO,680
2025-01-30,PROMO,123
2025-01-30,PROMO,180
2025-01-30,PROMO,1007
2025-01-30,PROMO,731
2025-01-30,PROMO,917
2025-01-30,PROMO,30
2025-01-30,PROMO,8
2025-01-30,PROMO,1
2025-01-30,PROMO,29
2025-01-30,PROMO,26
2025-01-30,PROMO,11
2025-01-30,PROMO,45
2025-01-30,PROMO,95
2025-01-30,PROMO,8
2025-01-30,PROMO,244
2025-01-30,PROMO,1775
2025-01-30,PROMO,167
2025-01-30,PROMO,3
2025-01-31,BULK,13
2025-01-31,BULK,78
2025-01-31,BULK,169
2025-01-31,BULK,2
2025-01-31,BULK,64
2025-01-31,BULK,2
2025-01-31,BULK,97
2025-01-31,BULK,1
2025-01-31,GLOBAL,9335
2025-01-31,PICKING,1
2025-01-31,PICKING,46
2025-01-31,PICKING,734
2025-01-31,PICKING,2687
2025-01-31,PICKING,192
2025-01-31,PICKING,968
2025-01-31,PICKING,1
2025-01-31,PICKING,87
2025-01-31,PICKING,3
2025-01-31,PROMO,59
2025-01-31,PROMO,424
2025-01-31,PROMO,2494
2025-01-31,PROMO,4
2025-01-31,PROMO,175
2025-01-31,PROMO,750
2025-01-31,PROMO,2
2025-01-31,PROMO,281
2025-01-31,PROMO,1
2025-02-03,BULK,1
2025-02-03,BULK,2
2025-02-03,BULK,21
2025-02-03,BULK,4
2025-02-03,BULK,11
2025-02-03,BULK,50
2025-02-03,BULK,176
2025-02-03,BULK,128
2025-02-03,BULK,13
2025-02-03,BULK,1
2025-02-03,BULK,2
2025-02-03,BULK,1
2025-02-03,BULK,253
2025-02-03,BULK,14
2025-02-03,BULK,9
2025-02-03,BULK,217
2025-02-03,BULK,173
2025-02-03,BULK,11
2025-02-03,BULK,8
2025-02-03,GLOBAL,21665
2025-02-03,PICKING,279
2025-02-03,PICKING,16
2025-02-03,PICKING,62
2025-02-03,PICKING,22
2025-02-03,PICKING,146
2025-02-03,PICKING,802
2025-02-03,PICKING,806
2025-02-03,PICKING,3801
2025-02-03,PICKING,203
2025-02-03,PICKING,69
2025-02-03,PICKING,18
2025-02-03,PICKING,314
2025-02-03,PICKING,143
2025-02-03,PICKING,29
2025-02-03,PICKING,463
2025-02-03,PICKING,1542
2025-02-03,PICKING,236
2025-02-03,PICKING,469
2025-02-03,PICKING,6
2025-02-03,PROMO,163
2025-02-03,PROMO,2
2025-02-03,PROMO,541
2025-02-03,PROMO,13
2025-02-03,PROMO,225
2025-02-03,PROMO,961
2025-02-03,PROMO,794
2025-02-03,PROMO,4508
2025-02-03,PROMO,223
2025-02-03,PROMO,84
2025-02-03,PROMO,8
2025-02-03,PROMO,82
2025-02-03,PROMO,297
2025-02-03,PROMO,260
2025-02-03,PROMO,2
2025-02-03,PROMO,88
2025-02-03,PROMO,519
2025-02-03,PROMO,1876
2025-02-03,PROMO,139
2025-02-03,PROMO,359
2025-02-04,BULK,106
2025-02-04,BULK,1
2025-02-04,BULK,96
2025-02-04,BULK,134
2025-02-04,BULK,39
2025-02-04,BULK,83
2025-02-04,BULK,9
